id,title,type,price,state,city,areaSqFt,bedrooms,bathrooms,amenities,furnished,availableFrom,listedBy,tags,colorTheme,rating,isVerified,listingType
PROP1489,Dark born seat evening.,Penthouse,38077850,Gujarat,Vadodara,4057,3,3,parking|garden|pool|security,Semi,2025-06-06,Owner,near-metro|luxury|affordable,#4dfbb8,3.1,False,sale
PROP1490,Step enter vote.,Penthouse,11326968,Tamil Nadu,Chennai,2638,4,5,parking|garden|gym|clubhouse|pool,Semi,2025-11-20,Agent,sea-view|corner-plot|near-metro|affordable,#397de1,4.5,False,rent
PROP1491,Necessary which range environment.,Bungalow,19285353,Tamil Nadu,Madurai,1868,1,5,security|lift|garden,Unfurnished,2025-09-09,Agent,sea-view|lake-view|luxury|gated-community,#b0a936,3.4,False,rent
PROP1492,Morning whole home.,Studio,28439460,West Bengal,Siliguri,596,5,1,security|parking|garden|power-backup|pool,Unfurnished,2025-06-23,Agent,near-metro|sea-view|family-friendly,#5fd740,3.1,True,rent
PROP1493,Thus theory forward.,Penthouse,30449682,Gujarat,Ahmedabad,2799,2,3,security|gym|power-backup|garden|clubhouse,Semi,2025-06-22,Builder,luxury|corner-plot|near-metro,#543cd8,3.2,False,sale
PROP1494,Ground body performance.,Apartment,32164317,Delhi,New Delhi,1956,3,3,security|clubhouse|lift|gym|wifi,Furnished,2025-06-05,Builder,gated-community|sea-view,#446758,3.8,False,sale
PROP1495,Particular bed expect land practice.,Apartment,24833762,West Bengal,Kolkata,1045,4,1,lift|gym|power-backup|clubhouse|parking,Unfurnished,2025-10-12,Builder,near-metro|sea-view|affordable|corner-plot,#7a0a34,4.7,False,sale
PROP1496,Feel his then history list.,Apartment,6023638,Maharashtra,Pune,3137,5,1,garden|pool|clubhouse|power-backup|gym|wifi,Unfurnished,2025-07-07,Builder,lake-view|corner-plot|family-friendly|luxury,#235681,3.5,True,sale
PROP1497,Kid glass prevent contain.,Bungalow,26682062,Tamil Nadu,Coimbatore,4454,2,1,lift|wifi|pool|garden,Unfurnished,2025-10-22,Agent,corner-plot|lake-view,#cb3f24,2.4,True,sale
PROP1498,Note around until call.,Penthouse,44875572,West Bengal,Siliguri,2820,6,4,parking|pool|security|clubhouse,Semi,2025-09-29,Agent,sea-view|affordable|corner-plot,#1bc323,3.2,True,rent
PROP1499,Edge citizen.,Apartment,34308700,Maharashtra,Pune,2646,3,3,parking|wifi|lift|clubhouse|garden|security,Furnished,2025-11-02,Agent,gated-community|sea-view|affordable,#fe227c,3.1,False,sale
PROP1500,Even toward can writer.,Penthouse,22661176,Maharashtra,Mumbai,1459,4,1,clubhouse|power-backup|wifi|pool|gym|security,Semi,2025-07-15,Builder,near-metro|gated-community,#2c8901,3.0,True,sale
PROP1501,Performance involve site appear.,Studio,35798798,Tamil Nadu,Chennai,4796,4,2,wifi|garden|lift|security,Unfurnished,2025-11-16,Agent,near-metro|lake-view|corner-plot,#85e6f7,2.0,False,sale
PROP1502,Far walk surface.,Penthouse,16914003,Delhi,New Delhi,1621,2,4,power-backup|wifi|parking|security|lift,Furnished,2025-06-20,Builder,luxury|gated-community|sea-view|family-friendly,#d95af5,3.2,True,rent
PROP1503,Mission western city entire have.,Apartment,14048817,Delhi,New Delhi,3588,3,3,clubhouse|security|lift,Semi,2025-07-22,Builder,near-metro|corner-plot|affordable|family-friendly,#03cf68,1.8,True,sale
PROP1504,Decade great expect maybe.,Studio,14354385,Maharashtra,Pune,3610,6,1,wifi|parking|gym|security,Semi,2025-07-06,Owner,luxury|gated-community|family-friendly,#33ae9d,1.3,True,sale
PROP1505,Standard direction drop sort make.,Penthouse,28843535,West Bengal,Kolkata,4084,1,5,power-backup|pool|security,Furnished,2025-11-10,Builder,luxury|near-metro,#35297e,1.3,True,rent
PROP1506,Great write the through both.,Studio,15918411,West Bengal,Siliguri,3900,2,5,power-backup|clubhouse|garden|security|pool|lift,Furnished,2025-08-31,Agent,affordable|luxury,#888f58,1.2,True,rent
PROP1507,Whole body.,Penthouse,45566946,West Bengal,Kolkata,2036,2,2,pool|power-backup|security,Furnished,2025-08-25,Owner,lake-view|affordable,#8caa08,2.3,True,rent
PROP1508,Group reach black quite system.,Villa,44051590,Delhi,New Delhi,2431,5,3,pool|lift|power-backup|security|parking,Semi,2025-11-17,Agent,family-friendly|sea-view|near-metro|affordable,#f104f2,2.7,True,rent
PROP1509,Appear PM thus lead.,Bungalow,44622827,Tamil Nadu,Coimbatore,1806,2,3,parking|clubhouse|wifi|gym,Semi,2025-09-21,Owner,affordable|family-friendly|corner-plot|lake-view,#9bb9de,1.5,False,sale
PROP1510,Firm discussion agent appear.,Bungalow,21783933,Maharashtra,Pune,3460,6,1,parking|garden|pool|lift,Furnished,2025-06-19,Owner,near-metro|sea-view|affordable,#066c53,4.9,True,sale
PROP1511,Necessary fly create letter measure.,Villa,25828122,Maharashtra,Nagpur,4174,1,3,lift|clubhouse|power-backup|pool|parking,Furnished,2025-08-21,Builder,lake-view|gated-community|family-friendly,#a189b6,2.4,True,rent
PROP1512,Arm whatever mean himself family.,Bungalow,3441686,Maharashtra,Nagpur,2421,1,4,pool|gym|lift|wifi|power-backup|security,Unfurnished,2025-08-14,Agent,near-metro|affordable|lake-view,#2cbfeb,2.4,True,sale
PROP1513,Rather far large so your.,Studio,49938673,Karnataka,Bangalore,3277,5,4,security|wifi|clubhouse,Unfurnished,2025-07-30,Owner,affordable|gated-community|corner-plot,#d67199,3.7,False,rent
PROP1514,Fund past bad top.,Bungalow,12965428,Maharashtra,Nagpur,1180,5,4,lift|wifi|gym|security,Semi,2025-11-07,Builder,gated-community|corner-plot|sea-view,#35c1d9,2.2,False,sale
PROP1515,Per yeah election.,Villa,47791642,Tamil Nadu,Madurai,2429,5,1,lift|security|parking|garden,Furnished,2025-09-10,Builder,sea-view|gated-community|corner-plot,#c9ced8,3.4,False,rent
PROP1516,Single program leg.,Villa,23733786,Delhi,New Delhi,1030,3,5,security|parking|lift|garden|clubhouse,Unfurnished,2025-10-17,Owner,lake-view|corner-plot,#1fd206,4.3,True,rent
PROP1517,Star he several play good.,Studio,44107770,Gujarat,Vadodara,2675,2,1,lift|power-backup|security,Unfurnished,2025-11-06,Owner,luxury|corner-plot,#8583f4,1.4,False,sale
PROP1518,Perhaps serious tree interest.,Apartment,42185589,Tamil Nadu,Madurai,4143,5,5,security|wifi|lift|gym|parking|garden,Semi,2025-11-16,Builder,near-metro|luxury|gated-community|family-friendly,#096519,3.8,True,sale
PROP1519,Production agent miss.,Penthouse,20590218,Karnataka,Mysore,4792,1,4,gym|clubhouse|pool,Semi,2025-06-19,Builder,family-friendly|affordable|lake-view|corner-plot,#70d4ca,4.5,True,sale
PROP1520,Blue at sign suffer add.,Studio,34892796,Gujarat,Vadodara,4914,2,3,pool|gym|wifi|parking|security|lift,Semi,2025-06-21,Builder,corner-plot|gated-community|luxury,#eb1d1d,2.5,False,rent
PROP1521,Bit fast local world.,Apartment,23071094,Gujarat,Vadodara,4316,4,2,pool|power-backup|parking|clubhouse|lift,Semi,2025-08-05,Builder,near-metro|corner-plot,#1b4af0,2.7,False,sale
PROP1522,Energy shake resource throw fall.,Bungalow,13559323,Karnataka,Mangalore,3632,6,2,power-backup|clubhouse|security|gym,Unfurnished,2025-10-29,Builder,sea-view|lake-view|near-metro|affordable,#017134,4.0,False,sale
PROP1523,Cost song community nation.,Penthouse,21590767,Gujarat,Vadodara,3209,4,2,pool|garden|gym|power-backup|security,Semi,2025-09-30,Agent,sea-view|luxury|lake-view,#ce752a,2.0,False,sale
PROP1524,Analysis court take.,Penthouse,47399091,Karnataka,Mangalore,4805,1,5,garden|clubhouse|parking|wifi,Unfurnished,2025-06-21,Owner,near-metro|gated-community|luxury,#8ebb02,4.4,False,rent
PROP1525,Push class rise.,Apartment,48119139,Tamil Nadu,Madurai,1526,6,5,wifi|pool|gym|parking,Unfurnished,2025-07-15,Agent,near-metro|affordable,#98cc7f,4.3,False,sale
PROP1526,Share will indeed specific.,Apartment,14671818,Tamil Nadu,Coimbatore,3802,3,1,gym|pool|power-backup|clubhouse|parking|garden,Semi,2025-09-15,Agent,gated-community|family-friendly,#898f9b,3.4,False,rent
PROP1527,News office model appear.,Apartment,37488358,Gujarat,Ahmedabad,1037,3,5,gym|lift|pool,Semi,2025-06-05,Agent,family-friendly|affordable|gated-community|near-metro,#a53edd,2.4,False,sale
PROP1528,Morning fund happen though audience.,Villa,25070299,West Bengal,Kolkata,2768,1,3,power-backup|security|garden|parking|clubhouse|lift,Furnished,2025-10-16,Agent,near-metro|sea-view|gated-community|family-friendly,#8cc3ae,4.2,True,rent
PROP1529,Tonight until Mrs parent.,Bungalow,10922683,Delhi,New Delhi,699,5,2,security|wifi|clubhouse|gym|power-backup,Furnished,2025-09-23,Builder,family-friendly|sea-view|gated-community,#bcae33,1.1,True,sale
PROP1530,Brother often.,Villa,34227022,Tamil Nadu,Chennai,2547,3,2,gym|lift|clubhouse|security|garden,Semi,2025-10-01,Owner,affordable|sea-view|family-friendly,#513fc7,1.1,False,rent
PROP1531,Two among painting seven.,Villa,18344266,Gujarat,Ahmedabad,4539,6,1,wifi|security|garden,Unfurnished,2025-07-24,Owner,gated-community|corner-plot|affordable|lake-view,#c06a62,4.1,True,rent
PROP1532,How understand tough window activity.,Villa,33406147,Delhi,New Delhi,1958,3,5,gym|security|lift|garden,Unfurnished,2025-11-07,Owner,lake-view|luxury|affordable,#549bf9,4.1,False,sale
PROP1533,Sell myself movie other some.,Bungalow,46910357,Delhi,New Delhi,3869,2,3,clubhouse|wifi|garden,Unfurnished,2025-09-13,Builder,sea-view|affordable|luxury,#a0799a,1.8,True,rent
PROP1534,Finish draw resource.,Apartment,6567194,Gujarat,Vadodara,1147,1,2,power-backup|pool|garden|gym,Unfurnished,2025-07-03,Agent,luxury|affordable|near-metro,#d3ce27,4.7,False,rent
PROP1535,Activity car pretty.,Apartment,39360673,Delhi,New Delhi,4239,2,5,power-backup|garden|lift|wifi|parking,Unfurnished,2025-07-09,Builder,gated-community|luxury|sea-view,#7d8ab9,4.8,False,sale
PROP1536,Hand soon former whom.,Studio,39655479,Delhi,New Delhi,655,5,1,pool|garden|wifi,Furnished,2025-11-16,Agent,corner-plot|sea-view|near-metro,#742cd3,4.7,False,rent
PROP1537,Reveal since hot.,Studio,43452021,West Bengal,Kolkata,3585,3,1,power-backup|security|lift|parking|pool,Furnished,2025-10-13,Agent,affordable|sea-view,#c992e4,4.8,False,sale
PROP1538,The though.,Studio,43443389,Maharashtra,Nagpur,919,4,4,security|power-backup|parking|wifi,Semi,2025-07-17,Builder,luxury|lake-view|family-friendly|affordable,#bcb369,2.7,True,rent
PROP1539,Step audience.,Bungalow,44744656,Karnataka,Mangalore,3508,3,3,gym|power-backup|parking,Furnished,2025-06-11,Builder,near-metro|lake-view|sea-view|corner-plot,#cbed39,1.6,True,rent
PROP1540,Child whether likely expect.,Penthouse,12202957,Karnataka,Bangalore,1719,1,4,parking|lift|garden,Unfurnished,2025-11-09,Owner,affordable|gated-community|family-friendly,#96cd41,3.1,False,sale
PROP1541,Future test.,Apartment,36795490,Maharashtra,Mumbai,741,3,1,security|power-backup|clubhouse,Semi,2025-09-07,Builder,gated-community|corner-plot|family-friendly|lake-view,#bc1f88,3.5,False,rent
PROP1542,Method choose someone.,Penthouse,9037541,Delhi,New Delhi,3918,4,2,pool|parking|security|garden,Unfurnished,2025-10-06,Owner,affordable|near-metro|family-friendly|corner-plot,#f07a21,3.6,True,sale
PROP1543,Experience late much right.,Penthouse,6800122,Maharashtra,Nagpur,2394,5,5,wifi|pool|gym|security,Unfurnished,2025-09-27,Owner,corner-plot|sea-view|gated-community,#5c2005,3.2,False,rent
PROP1544,Will professor couple.,Villa,39125522,Tamil Nadu,Madurai,1758,4,2,lift|power-backup|gym|parking|security,Unfurnished,2025-11-13,Builder,affordable|family-friendly,#2ab1c5,2.1,False,sale
PROP1545,Television late major buy.,Villa,24770680,Gujarat,Surat,1745,5,4,pool|power-backup|wifi|lift|gym|clubhouse,Furnished,2025-07-23,Owner,corner-plot|sea-view|luxury|gated-community,#9701d3,3.4,False,sale
PROP1546,Cost police.,Bungalow,15738502,Karnataka,Mysore,4195,1,4,wifi|pool|parking|garden|power-backup,Unfurnished,2025-08-15,Owner,near-metro|sea-view|family-friendly|lake-view,#b2621f,2.3,False,sale
PROP1547,Enter woman store local.,Studio,31228604,Karnataka,Mangalore,3938,2,3,security|clubhouse|gym,Semi,2025-08-13,Owner,near-metro|gated-community|corner-plot|sea-view,#832678,4.8,True,sale
PROP1548,Hold arrive police adult.,Studio,41058345,Karnataka,Bangalore,1098,2,4,power-backup|security|pool|garden|clubhouse|lift,Semi,2025-08-31,Owner,corner-plot|luxury|sea-view|gated-community,#1335ab,2.7,False,rent
PROP1549,Key seat create visit class.,Studio,29729256,West Bengal,Kolkata,1583,3,1,wifi|security|parking|gym,Furnished,2025-06-14,Owner,affordable|family-friendly|gated-community|sea-view,#49d318,2.0,False,sale
PROP1550,Improve morning son white.,Apartment,12574380,Karnataka,Mangalore,888,3,5,pool|power-backup|wifi|parking,Semi,2025-08-07,Builder,sea-view|lake-view|affordable|luxury,#157e0a,2.9,False,rent
PROP1551,Threat store sister.,Penthouse,16160620,Gujarat,Ahmedabad,2866,2,4,lift|power-backup|parking|pool,Semi,2025-11-12,Builder,affordable|gated-community|lake-view|sea-view,#8a929b,3.7,True,rent
PROP1552,Reach body news.,Penthouse,45517406,West Bengal,Kolkata,4389,3,3,gym|security|lift|garden|wifi|clubhouse,Furnished,2025-06-21,Owner,luxury|lake-view,#938f6a,1.4,True,rent
PROP1553,Family mother produce.,Villa,23604948,Gujarat,Ahmedabad,1749,2,5,wifi|power-backup|pool,Semi,2025-06-19,Owner,sea-view|affordable|luxury|corner-plot,#953fd9,1.2,True,sale
PROP1554,Remember including hit trade already.,Penthouse,47728487,Maharashtra,Mumbai,4009,2,5,clubhouse|security|parking,Semi,2025-10-18,Builder,affordable|corner-plot,#db54c6,2.1,False,rent
PROP1555,Peace behavior near.,Studio,41442771,Karnataka,Bangalore,4542,5,3,lift|clubhouse|power-backup|pool|gym|parking,Semi,2025-08-12,Builder,lake-view|near-metro,#acc099,1.4,True,sale
PROP1556,Cause guy his able.,Apartment,6227185,Maharashtra,Nagpur,3326,2,1,power-backup|garden|clubhouse,Furnished,2025-08-08,Owner,corner-plot|gated-community|luxury,#ad1df7,3.8,False,rent
PROP1557,Listen parent matter.,Studio,26277040,Maharashtra,Pune,4431,4,5,garden|lift|clubhouse|gym|power-backup,Unfurnished,2025-07-21,Builder,near-metro|affordable|family-friendly,#88f7ce,3.6,False,rent
PROP1558,Statement break step one.,Apartment,23090388,Delhi,New Delhi,3641,2,2,wifi|lift|gym|garden|pool,Furnished,2025-11-19,Builder,sea-view|affordable|family-friendly|luxury,#8da878,2.7,True,rent
PROP1559,Two go future simple.,Villa,10293880,Delhi,New Delhi,1669,6,5,gym|pool|clubhouse,Furnished,2025-10-11,Agent,luxury|affordable|family-friendly|gated-community,#342682,2.6,True,sale
PROP1560,Term represent radio project.,Apartment,36044907,Karnataka,Bangalore,770,4,1,wifi|pool|clubhouse|garden,Unfurnished,2025-11-17,Builder,lake-view|gated-community,#c6754a,1.2,False,sale
PROP1561,Blue couple.,Villa,686856,Gujarat,Vadodara,1313,1,2,gym|lift|garden|pool|clubhouse|wifi,Furnished,2025-10-29,Builder,family-friendly|gated-community|lake-view,#7c075a,3.7,False,sale
PROP1562,Medical forward all.,Bungalow,1738081,Gujarat,Vadodara,4331,3,2,power-backup|wifi|garden|lift|security|parking,Furnished,2025-06-23,Agent,near-metro|gated-community|corner-plot|luxury,#0aab8a,3.8,True,rent
PROP1563,Month trouble himself significant.,Penthouse,30858710,Maharashtra,Mumbai,601,3,5,power-backup|clubhouse|pool|lift|gym|parking,Semi,2025-10-07,Owner,corner-plot|affordable,#228af3,3.6,True,rent
PROP1564,How all method something.,Studio,15065703,Delhi,New Delhi,2482,4,4,pool|parking|clubhouse|security|gym|power-backup,Semi,2025-10-10,Agent,sea-view|gated-community|family-friendly,#210364,4.8,True,sale
PROP1565,Despite somebody.,Bungalow,25864447,Gujarat,Vadodara,1770,4,1,gym|wifi|garden,Unfurnished,2025-07-09,Owner,sea-view|gated-community|lake-view,#a2febf,3.3,False,sale
PROP1566,Vote today other.,Bungalow,9492062,Karnataka,Mysore,1364,1,2,wifi|gym|security,Unfurnished,2025-08-01,Owner,family-friendly|luxury|near-metro,#f00b2f,3.8,False,rent
PROP1567,Argue us.,Studio,13722332,Tamil Nadu,Chennai,3201,2,4,pool|security|lift|garden|power-backup,Furnished,2025-07-12,Owner,sea-view|family-friendly|near-metro|lake-view,#a7b9f8,2.5,False,sale
PROP1568,Around serious imagine.,Apartment,2961336,Maharashtra,Pune,1983,1,1,garden|parking|gym|wifi,Furnished,2025-07-21,Owner,corner-plot|family-friendly|near-metro|luxury,#2d64db,1.7,True,rent
PROP1569,Expert above director check community.,Villa,39832914,Maharashtra,Pune,3216,5,5,power-backup|clubhouse|parking|security|garden,Semi,2025-06-23,Owner,gated-community|lake-view,#12e691,2.5,True,rent
PROP1570,Degree deal fish she.,Apartment,9473909,Gujarat,Ahmedabad,2492,5,3,pool|security|wifi|parking|lift,Semi,2025-07-29,Builder,corner-plot|luxury|sea-view|gated-community,#bf5ace,1.6,False,rent
PROP1571,Fact follow agent be.,Apartment,49595961,Maharashtra,Nagpur,3735,2,5,garden|clubhouse|pool|power-backup|lift,Furnished,2025-09-17,Builder,affordable|luxury|corner-plot,#b95719,3.9,True,sale
PROP1572,Who arrive year culture full.,Studio,32059382,Maharashtra,Pune,4342,6,2,garden|clubhouse|parking|gym,Semi,2025-09-26,Agent,lake-view|corner-plot|affordable|family-friendly,#5b24d9,3.1,True,rent
PROP1573,Back them.,Bungalow,37964235,Karnataka,Mysore,2193,6,2,pool|parking|lift|security|wifi,Unfurnished,2025-09-25,Builder,family-friendly|affordable,#489aaf,1.7,False,sale
PROP1574,High loss chair.,Bungalow,41533064,Delhi,New Delhi,1686,6,2,power-backup|garden|security|gym,Unfurnished,2025-10-13,Owner,affordable|luxury|sea-view|near-metro,#103977,3.7,True,rent
PROP1575,Off part.,Penthouse,3993585,West Bengal,Siliguri,1334,6,2,power-backup|gym|garden,Semi,2025-09-07,Agent,sea-view|affordable|corner-plot|family-friendly,#19caa0,1.3,True,sale
PROP1576,Notice Republican Republican become positive.,Penthouse,18143910,Gujarat,Ahmedabad,2081,2,3,pool|clubhouse|lift|garden,Unfurnished,2025-11-14,Owner,affordable|sea-view|gated-community,#7416c1,4.0,True,sale
PROP1577,Born beautiful woman health account.,Studio,39037104,Tamil Nadu,Chennai,4181,5,2,garden|clubhouse|pool,Unfurnished,2025-09-24,Agent,corner-plot|luxury,#71a567,3.7,False,sale
PROP1578,Back usually far.,Studio,37547400,Karnataka,Mangalore,760,6,4,power-backup|lift|gym|parking|security|clubhouse,Semi,2025-07-07,Builder,sea-view|corner-plot,#9883c2,1.4,False,sale
PROP1579,New matter ready bag.,Apartment,25149846,Tamil Nadu,Chennai,3561,2,2,parking|pool|wifi|gym|security,Semi,2025-08-24,Agent,gated-community|corner-plot|near-metro|lake-view,#e20fba,1.4,True,sale
PROP1580,Team society down.,Bungalow,47464598,Gujarat,Surat,415,2,4,garden|lift|power-backup|clubhouse,Semi,2025-06-14,Builder,family-friendly|gated-community,#bd512f,4.0,True,sale
PROP1581,Participant matter kid could.,Penthouse,33384880,Tamil Nadu,Chennai,1339,4,2,clubhouse|wifi|lift|garden,Unfurnished,2025-08-27,Builder,corner-plot|sea-view|affordable|lake-view,#09d4f1,4.9,False,rent
PROP1582,Whose idea.,Bungalow,44764299,Karnataka,Bangalore,2458,3,2,pool|wifi|garden,Unfurnished,2025-06-16,Owner,affordable|gated-community|luxury,#a231fa,3.6,True,rent
PROP1583,Trouble long unit.,Apartment,20188253,Delhi,New Delhi,512,6,3,garden|wifi|security|parking,Unfurnished,2025-08-03,Builder,family-friendly|sea-view|corner-plot,#254e97,1.2,False,rent
PROP1584,Including story red trade.,Studio,1868760,West Bengal,Siliguri,1973,1,4,power-backup|wifi|parking,Furnished,2025-09-16,Agent,affordable|gated-community|sea-view,#29ee1f,2.0,False,rent
PROP1585,Certain available vote eight.,Penthouse,17800657,Karnataka,Bangalore,1110,2,1,clubhouse|lift|parking|garden|power-backup|gym,Semi,2025-07-13,Builder,lake-view|affordable|near-metro,#805d34,3.3,True,rent
PROP1586,Its evidence rock build road.,Bungalow,37636974,Delhi,New Delhi,502,5,5,gym|power-backup|lift|wifi|parking,Furnished,2025-06-29,Builder,near-metro|lake-view,#2c370a,3.6,True,rent
PROP1587,Get per rise energy.,Penthouse,4401490,Tamil Nadu,Madurai,4278,6,4,power-backup|parking|garden|gym,Unfurnished,2025-07-24,Agent,gated-community|affordable|family-friendly|corner-plot,#b41f85,2.6,True,sale
PROP1588,Better agree bring force left.,Apartment,26824979,Gujarat,Ahmedabad,1986,3,5,clubhouse|security|wifi|lift|garden,Furnished,2025-09-23,Builder,corner-plot|gated-community|family-friendly,#8e6f0c,4.7,True,rent
PROP1589,Probably as modern.,Studio,32448547,Gujarat,Surat,575,3,2,parking|wifi|garden|lift|power-backup,Semi,2025-09-04,Agent,sea-view|lake-view|affordable,#6970cf,2.0,False,rent
PROP1590,Performance skill go interview man.,Bungalow,5846468,Tamil Nadu,Chennai,3542,5,5,pool|clubhouse|security,Furnished,2025-08-20,Agent,sea-view|corner-plot|gated-community|family-friendly,#470102,3.5,False,sale
PROP1591,Ago same.,Studio,33209832,Tamil Nadu,Chennai,2286,6,2,pool|lift|parking|garden|security,Furnished,2025-11-19,Agent,affordable|sea-view|family-friendly|gated-community,#74639c,4.2,False,sale
PROP1592,Enough trade effect.,Villa,14204492,Gujarat,Vadodara,1077,2,3,parking|power-backup|gym,Semi,2025-08-03,Agent,sea-view|gated-community,#73d681,3.8,True,sale
PROP1593,Crime tree box seven hour.,Apartment,46806516,Gujarat,Ahmedabad,4752,6,1,gym|pool|clubhouse|power-backup|security,Furnished,2025-08-03,Agent,near-metro|luxury,#f8cb5e,3.5,False,sale
PROP1594,Beat area notice.,Bungalow,16914110,Maharashtra,Nagpur,3274,3,1,gym|garden|security|pool|power-backup,Furnished,2025-11-15,Owner,near-metro|lake-view|luxury|family-friendly,#a73107,4.0,False,rent
PROP1595,Prevent laugh own face bad.,Apartment,7951279,Delhi,New Delhi,4908,3,2,security|garden|power-backup,Furnished,2025-11-20,Agent,sea-view|near-metro,#7d7fa0,2.1,False,sale
PROP1596,Professional program.,Penthouse,7301176,Gujarat,Vadodara,4874,3,4,lift|security|clubhouse|garden|gym,Furnished,2025-07-31,Owner,corner-plot|lake-view,#9c3736,3.1,True,rent
PROP1597,Common scientist with.,Penthouse,6428474,Delhi,New Delhi,1148,2,3,garden|lift|clubhouse|power-backup|pool|wifi,Furnished,2025-11-09,Owner,family-friendly|affordable|corner-plot|gated-community,#900423,3.3,False,sale
PROP1598,None hour improve real.,Villa,15200098,Tamil Nadu,Chennai,913,2,2,garden|parking|lift|gym|security|wifi,Furnished,2025-07-06,Owner,corner-plot|luxury,#e2c71e,2.8,True,sale
PROP1599,Natural talk mention test.,Villa,30666380,Maharashtra,Nagpur,3042,5,4,lift|clubhouse|pool|garden|security|parking,Semi,2025-07-09,Owner,near-metro|corner-plot,#c3c4e2,1.1,True,sale
PROP1600,However rise season better.,Apartment,44785207,Gujarat,Ahmedabad,3063,6,1,security|power-backup|garden|parking|clubhouse|wifi,Furnished,2025-08-25,Agent,family-friendly|corner-plot,#bd1194,2.0,False,sale
PROP1601,Thank people blood.,Penthouse,4794551,West Bengal,Siliguri,1699,5,2,parking|security|clubhouse,Furnished,2025-10-04,Owner,lake-view|sea-view|luxury|near-metro,#0eac76,1.9,False,rent
PROP1602,Benefit anyone sort clearly wall.,Penthouse,15674996,Gujarat,Surat,4325,5,3,gym|pool|security|garden|wifi|clubhouse,Furnished,2025-06-19,Agent,luxury|gated-community|sea-view,#72a95e,1.9,False,sale
PROP1603,World organization continue.,Villa,34947148,Gujarat,Ahmedabad,1562,5,1,gym|power-backup|garden|lift,Unfurnished,2025-07-06,Builder,near-metro|corner-plot|gated-community,#627748,4.4,True,sale
PROP1604,Skill share remain free.,Villa,24355380,Karnataka,Bangalore,4901,3,5,pool|wifi|gym|power-backup,Unfurnished,2025-08-19,Owner,sea-view|affordable|lake-view,#1e8e8e,2.6,True,rent
PROP1605,Maintain big increase.,Penthouse,48169001,West Bengal,Kolkata,2943,5,4,lift|security|clubhouse|power-backup|wifi|garden,Furnished,2025-08-20,Builder,corner-plot|gated-community|lake-view|affordable,#34169f,2.2,True,rent
PROP1606,Game ask bill personal high.,Villa,36819280,Delhi,New Delhi,3331,4,1,wifi|clubhouse|power-backup|pool|garden|parking,Unfurnished,2025-09-18,Owner,family-friendly|sea-view|lake-view|luxury,#43a2cd,1.7,False,sale
PROP1607,Who or conference able.,Villa,17276948,Gujarat,Surat,2708,2,1,gym|lift|clubhouse|wifi|pool,Semi,2025-09-17,Builder,gated-community|sea-view,#ed4026,3.0,False,sale
PROP1608,Dark subject.,Villa,40524417,Gujarat,Ahmedabad,2124,2,2,clubhouse|security|gym,Furnished,2025-10-29,Builder,corner-plot|sea-view,#1a6e6b,5.0,False,rent
PROP1609,See do tell should billion.,Apartment,4859262,Delhi,New Delhi,3182,1,1,power-backup|garden|gym|lift,Unfurnished,2025-08-26,Builder,family-friendly|gated-community|sea-view,#3490ff,2.3,True,rent
PROP1610,New career degree serve work.,Penthouse,49510437,Gujarat,Ahmedabad,3365,1,4,garden|wifi|power-backup|clubhouse|lift,Unfurnished,2025-11-20,Builder,gated-community|luxury|sea-view|lake-view,#6f242d,1.3,False,sale
PROP1611,Material hear reality.,Studio,28569371,Tamil Nadu,Coimbatore,535,3,3,clubhouse|parking|garden|gym|lift,Semi,2025-07-03,Agent,luxury|gated-community|corner-plot,#9f2744,2.7,False,rent
PROP1612,What get often traditional next.,Apartment,26061184,Tamil Nadu,Coimbatore,3648,1,5,pool|garden|clubhouse|security|power-backup,Furnished,2025-08-23,Builder,family-friendly|luxury|lake-view,#98c7c5,2.5,False,rent
PROP1613,Certainly risk this.,Bungalow,28574344,Tamil Nadu,Coimbatore,4610,2,2,pool|wifi|security,Unfurnished,2025-08-24,Owner,sea-view|gated-community,#e3b80d,2.5,True,rent
PROP1614,Five fill thought produce.,Apartment,49073715,Delhi,New Delhi,534,6,3,parking|garden|lift|gym,Unfurnished,2025-08-07,Owner,affordable|corner-plot|lake-view|luxury,#839da9,3.5,True,sale
PROP1615,Truth purpose daughter.,Studio,19848818,Delhi,New Delhi,967,6,4,lift|clubhouse|wifi|gym,Unfurnished,2025-07-25,Owner,affordable|corner-plot|near-metro,#800008,4.5,True,sale
PROP1616,Race hope stay tax.,Studio,17305599,Gujarat,Ahmedabad,3456,2,2,lift|gym|power-backup|garden|security,Furnished,2025-07-12,Agent,luxury|affordable,#7abb11,1.5,False,rent
PROP1617,Recently whether between hit let.,Studio,25561032,West Bengal,Kolkata,3855,5,3,power-backup|wifi|security,Semi,2025-10-01,Owner,sea-view|luxury,#d729d4,4.5,False,sale
PROP1618,Race century five.,Penthouse,23848141,Maharashtra,Pune,3277,3,5,parking|lift|pool|wifi,Furnished,2025-10-28,Owner,family-friendly|luxury|gated-community|corner-plot,#8c091d,1.1,True,sale
PROP1619,Office early.,Studio,47933051,West Bengal,Kolkata,443,1,3,lift|gym|parking,Furnished,2025-10-31,Owner,luxury|near-metro|gated-community,#be67e2,2.6,False,rent
